SELLER_ID,TOTAL_LIVESENDS,TOTAL_CLIENT_OPENS,SELLER_GROUP,SELLER_SUBGROUP
ad1db382-57e7-41b4-98b2-c85075354a48,1,1,GLMKT,SMB
3f634db5-c6d4-405a-8ab6-6db3f77734eb,2,2,GTS,IS
1e46a3f8-1c3d-4aa3-b6a2-ae5e4316e38a,6,5,Cloud,Cloud Platform
d1ff6fb1-c84c-4520-a84b-e9bc9a37d99b,1,1,GLMKT,SMB
b54f5520-40eb-4add-b22b-02bba3cfe673,28,1,Cld&DataPltfrm,CloudIntSW
128b9744-a81a-4cae-8db4-7919b185b5dc,10,5,GLMKT,SMB
f708e408-7875-49e3-bb81-cd6a31ccc7b0,2,0,GTS,IS
240fb576-9a0e-4702-9e30-a59a7d87d089,1,1,GLMKT,ISU
82fd7f61-df2e-473c-8dfd-8ef75f290c9b,1,0,GTS,GTSTop
bafc64c1-30cb-4bca-8dcd-59c95b2b5d9a,6,4,Cld&DataPltfrm,Data & AI
aa075341-6c1f-4410-96aa-8fd821005883,1,1,GLMKT,Digital Sales
1989d64b-5608-448b-b3fd-44627ace297e,3,1,SYS,Core Hardware
a483e3be-ca71-47e9-985d-5b43fadcafea,2,1,GLMKT,Digital Sales
c7cc0d39-ca75-49aa-b3ef-23e70efcb638,1,1,Cloud,Cloud Platform
7a010a33-acc2-4485-b8e4-59a44f875d4b,1,1,SYS,Core Hardware
fad3658b-5efa-439c-9517-b5130e67548d,1,0,GTS,IS
1d220667-53ed-4bc8-8942-f0d620e6e111,1,1,GTS,IS
b25ee783-6181-4f14-bee8-c02bd381bb11,7,0,GLMKT,SMB
2166a7aa-4d37-4cdb-9614-c67cd9bd609e,19,0,GLMKT,Digital Sales
4ec3f0b4-6c4e-4a03-8a91-7674e13f7633,1,0,SYS,Core Hardware
92260b6a-8917-4e96-a3cc-12419feaac05,6,4,SYS,Core Hardware
032d48e3-b5b9-48c7-bcc7-951661cedc9d,1,1,SYS,Core Hardware
abba2eb4-4de7-4336-9d16-795fcc3d0843,2,1,GLMKT,SMB
f18c278b-204c-49e5-9e62-1120206f8ac5,3,2,Cld&DataPltfrm,CloudIntSW
e85a0554-e6d3-4694-ac84-b1d073a13a78,4,0,Cld&DataPltfrm,CloudIntSW
9183f1af-60ec-4d81-ac5c-95799f4406e4,4,0,SYS,Core Hardware
ec8f6c4e-decc-48c8-9dee-9d62a259a405,1,0,GTS,IS
dc967130-5adf-4ddf-b8b8-462395123f11,2,0,GLMKT,SMB
0b1f1474-1fe6-4510-9a58-45aff6585d55,1,0,Security,Security
fd2a2131-2783-4569-82cf-9dbe32b40e31,1,0,GTS,IS
f7423a6d-54d9-4a37-b3fb-f898682885e9,1,1,GLMKT,SMB
66f61609-0006-42c4-92f0-c4332aabd7bb,5,2,SYS,Core Hardware
87a46f9a-e1e8-48b0-ba92-21b080c370d0,1,0,GTS,IS
c0f774a6-d351-4a48-af0c-7037281eb378,1,1,GLMKT,SMB
b86685be-81b4-4bcd-894b-70c6ad51c6fb,6,1,GLMKT,SMB
a6c37429-520a-4b10-8e2e-b4e0a47fbe0f,9,0,Cld&DataPltfrm,HyCldCrsBrand
ce3afeb0-eebd-42d9-982c-d98105590e8e,2,1,SYS,Core Hardware
2be1af5a-38f3-470f-ba39-52dcd8b03bc9,1,1,SYS,Core Hardware
194fd340-d557-472a-bc4d-e6e88c753a7b,6,4,SYS,Core Hardware
1d5e2212-3135-422d-8a55-e5c6d19e0b3b,1,1,SYS,Core Hardware
9bbc2f7e-2a04-4fb8-a716-24dd8e7dda64,2,1,GBS,GBS
8fb1144f-3ea6-4694-9b2e-8f2c8a70e898,1,0,GTS,IS
fb004006-c21e-4019-866c-5279b1010260,15,3,GLMKT,SMB
d4b826f2-97ff-4dcc-9cf7-127f7bcf6b9f,1,0,SYS,Core Hardware
fb070114-6f6e-43be-90e3-d744887f6655,1,0,SYS,Core Hardware
1940ba2e-ad1a-4cd3-9d88-af0ab06b620a,1,1,GLMKT,SMB
f63acbc2-83a0-466f-a217-b663b4f275c6,475,13,GLMKT,Digital Sales
b43ca1ef-24d5-470c-ae7d-54139f818f33,1,0,Cld&DataPltfrm,CloudIntSW
546ca956-b6c2-4a8a-abbc-f2d28a13edb6,1,0,GTS,IS
f22e5d4f-265e-4022-881f-9b638ca70ba8,19,0,GLMKT,SMB
66874454-6524-4aee-b947-a35f03bc0053,2,1,GLMKT,Digital Sales
75b3317d-4fad-47f4-9d7a-5d54328d9eac,1,0,GTS,IS
418d78ea-30ae-4533-9e37-e32c3c6df311,1,0,GLMKT,SMB
7895caf8-e6b0-4a41-b94d-11080c6e97e1,2,0,Cld&DataPltfrm,HyCldCrsBrand
debe5f6c-46e7-47a4-8d6b-a9b5a3e5fc7e,1,0,GTS,IS
b6960b76-d872-4c76-8ddb-e08829181256,1,1,GTS,IS
e1ccbb5d-4472-44fc-bab3-22ea5650ae62,1,0,Cognitive Apps,AI Apps
1bed3dfc-929b-424d-82d9-fa1660cb3714,2,0,SYS,Core Hardware
41004de9-0b3b-4f6e-9ab5-27ff5aa7d129,4,2,SYS,Core Hardware
34ac97a6-21f8-4cd9-aaa5-84d946a574e4,4,0,Cld&DataPltfrm,HyCldCrsBrand
21123eaa-6589-4186-8feb-d8cd8e1ceb80,15,8,SYS,Core Hardware
31bf8768-1eda-43ba-8d81-3d4f22130425,12,2,SYS,Core Hardware
05f7af65-a3d3-4441-94ce-f48e7c07011b,10,3,SYS,Core Hardware
2ec301a2-5008-4457-9477-99b4a3f7fb4c,2,0,SYS,Core Hardware
6f53c6eb-46ca-404e-9b9f-33559526c888,1,1,GTS,IS
6951f818-8019-40e4-907a-23f5fbe4ffa6,5,4,SYS,Core Hardware
bb7d347a-425c-4f46-80d5-563bfcccd8cd,2,0,GTS,IS
c41dced1-f878-4a83-9644-beaa06d30c30,2,2,SYS,Core Hardware
31ccb6af-944c-4698-96a5-e2b1b910f17c,1,1,GBS,GBS
8b396a0c-5148-437d-983f-60b3ef64ed0f,1,0,GLMKT,Digital Sales
c5229300-6440-4857-8b76-dee15b8c9b15,1,1,GTS,IS
e76b31a6-62a6-4a87-8574-eb4f49ca2602,1,0,Cld&DataPltfrm,CloudIntSW
606bfba9-6ac2-4455-b329-3068d308f055,1,0,GLMKT,SMB
8fd807a9-71b1-44e7-9cbd-cc2e44ab25ec,1,0,GTS,IS
e5aba2b4-1a2c-4df1-bb2f-7ab6c2914599,5,5,SYS,Core Hardware
40d2f35c-eeeb-40ec-9fed-df8e6d3c7be3,2,0,GTS,TSS
746895c1-2d7b-45fd-bcac-d536db5ebf97,2,0,Cld&DataPltfrm,CloudIntSW
eb24f23d-c972-435d-a585-5c716655ce46,1,0,GTS,IS
0bafa268-8ee2-48cd-a915-7b781f1902f1,4,1,SYS,Core Hardware
cd66e31a-8395-4824-83ee-cdf77f529cc1,6,2,SYS,Core Hardware
4cc7f86d-9bb8-4ca5-b193-438896b00f6b,166,0,GTS,IS
664247b3-25d1-4b7e-b2ae-913bdc3dee92,1,1,Cld&DataPltfrm,HyCldCrsBrand
c54781cf-b28b-46ba-852e-3ca4bc31d135,1,1,Watson Health,Watson Health
be461ad0-0429-4154-86a6-4db291b81016,6,2,GLMKT,SMB
40c97046-78f5-4505-b716-b211d0bc8945,1,0,GLMKT,ISU
222badfa-6c2e-4f43-85de-48c3bb64e103,1,0,GTS,IS
50c82c5b-1dc9-4a56-92fd-b81075d922f7,1,1,GTS,TSS
881eac83-e216-447a-8b40-f8a7b5f13816,12,0,GLMKT,SMB
f6297867-a210-41ab-9f14-5240c8107d98,1,0,GTS,IS
50fb3339-04e3-4fb5-8b5b-13fac22a7639,2,0,SYS,Core Hardware
4aaa5937-e2f0-4a0d-8873-7cb834c29d55,1,1,GTS,IS
9de98e78-f6a1-48a2-bc47-f933b6625b62,1,0,GTS,IS
7a4aa562-0078-4bd5-ad45-323873cc5722,17,2,GLMKT,SMB
7eb3c3ba-6845-4355-bd99-7d585c3f7b1b,3,2,SYS,Core Hardware
c73ef7c9-7b58-49e1-b612-9b9838a34348,3,1,Cld&DataPltfrm,Data & AI
e586600d-53ce-4c8c-a693-b69841d29976,9,0,GLMKT,SMB
10873cbc-fad8-40df-b50c-44b022cae44d,1,1,GLMKT,Digital Sales
e6e7c514-b473-4117-8360-d849d1bf9fbe,3,0,Cld&DataPltfrm,Data & AI
dc9ee9e4-7d1a-414c-9c38-35524c0d1406,9,2,GLMKT,SMB
2348f77e-3ba0-4155-992f-d42489f487e3,2,2,Watson Health,Watson Health
f6968a99-f935-4ae3-ba1f-e95bb8dd7eed,4,0,Security,Security
fb0ca9cf-19e2-40ba-9882-dfb612132712,24,0,GLMKT,SMB
127d5510-a115-4af3-af4b-556be0f3ff5e,90,22,GLMKT,SMB
fe8b25f2-94dd-4a5c-b1db-7afff6725998,1,1,GLMKT,SMB
a37c923c-82e5-4d91-b56f-ae18e2613ba1,6,1,GLMKT,SMB
c9398857-4441-441e-a0dd-4019ba703e66,20,5,SYS,Core Hardware
d5a1b656-ea73-4e2e-99fb-e8fb42cc27ac,1,0,GTS,IS
153cac05-1a9b-4501-bc1d-101f074fcb8d,1,1,GLMKT,ISU
3fee7f23-2115-44c9-8f93-d85c80da351b,5,1,SYS,Core Hardware
a188b4d2-d516-4585-b302-2848be7643b1,1,1,Security,Security
2fe583c0-07d3-4ca5-83ce-c9345df84eb2,1,0,GLMKT,SMB
bf269740-0fc9-4243-87e5-eca49785f486,3,1,GLMKT,SMB
f48c432e-acff-4e9a-bdcf-575e954ab4a1,18,2,GTS,IS
8a3f3c42-a06d-41e2-b54e-911121ffc2da,1,1,SYS,Core Hardware
20e1897b-0637-4223-8d71-8220681fd7a9,1,1,SYS,Core Hardware
6dabb209-8b87-48c5-ad52-1d9acbdaa9c8,1,0,GTS,IS
f27a44c5-fda6-4b4d-87d6-a6ced775e1cf,13,13,Security,Security
6bc6d633-d008-48d6-9ee7-fdcd73346856,1,0,GTS,IS
58caf465-98a3-4ac2-a40a-99198d2e5ae5,4,4,SYS,Core Hardware
136f83ae-9935-4385-89e9-8bd384a7ef97,1,1,SYS,Core Hardware
f6c85337-4631-4d4f-8642-b67f325161d5,1,1,GTS,IS
e18665dd-d698-4e21-8a6c-cd415ca7342e,13,2,GLMKT,Digital Sales
10e04d2c-836f-48a0-9efb-4e05a81f4d64,5,4,SYS,Core Hardware
270bc1a5-e05f-469c-b8b1-bed0fad63272,5,0,Cloud,Cloud Platform
81a56793-e387-4c81-8793-c4cf50fdaf20,2,0,GLMKT,ISU
6c48c932-6563-4842-91b7-5caed2d4db64,5,2,GLMKT,ISU
65cd234c-f307-4069-a022-b5d5b593afbc,6,0,GLMKT,ISU
dac4fc88-3f92-41cc-af01-fe26a8b11c00,1,1,GLMKT,SMB
17a6d48b-2e0d-4391-99b9-ff1dc5495bc4,2,0,SYS,Core Hardware
8591e514-a5dd-45cb-a476-05b5aee6557b,2,0,GLMKT,ISU
3d8bf0f2-c553-41d6-8c21-72c92de1bf32,9,2,Cld&DataPltfrm,HyCldCrsBrand
02f3381e-90a8-4afe-ac68-7538f557675f,1,0,GBS,GBS
e39e79f1-56bb-40a7-9d67-f9379717a8a5,31,8,GLMKT,ISU
d2dacac2-cb64-411e-aa89-4c8e7c91e07d,5,1,SYS,Core Hardware
653f24e2-4f0d-47f2-aeec-6a17c4350819,1,0,GTS,IS
80520307-bd56-4a05-b14e-bd8be0f48972,10,2,GBS,GBS
524a799e-4cc9-4f36-a330-2d54cccd40c1,1,0,Cognitive Apps,Ecosystem Top
3b40b150-29e0-4535-b4c8-1f7e55c2f2c3,6,0,GTS,IS
4c9a4fc0-8ce0-40e4-8875-b3cd3df141b2,1,0,GTS,IS
2e49aa91-6a25-40a7-93bc-3ba4796079b7,1,0,GLMKT,Digital Sales
f2ba3468-5b34-4d6d-9f09-f0ffd876e3d1,1,0,GLMKT,SMB
1dd728c2-699d-4b1c-9e2c-0a5d80ad7016,107,6,GLMKT,SMB
93e263a2-713d-4f39-9832-910d9b463a80,1,0,GLMKT,SMB
628ab86f-a3d5-4276-bb83-c06963886b96,2,2,Cld&DataPltfrm,HyCldCrsBrand
878b18c9-ded6-432e-9711-36393d732034,22,1,Cld&DataPltfrm,Data & AI
e642c97d-70b2-43ae-bedb-0fadd54dbe44,1,0,SYS,Core Hardware
97c4e47a-3b05-4363-bc8b-617ba6e1b771,2,0,SYS,Core Hardware
af366061-8a0a-4193-8f12-f6a9bb23be5a,26,1,Cld&DataPltfrm,CloudIntSW
eac111f2-a1b8-43ec-ba9b-5b2882448147,1,0,Watson Health,Watson Health
8e7bd1b2-1bba-4509-818d-a21da32ea3bf,1,0,GTS,IS
57781c4c-8ebd-42f8-a2dc-97a10da4c4d5,6,4,GBS,GBS
38476fb5-194f-42ca-8ee4-1555dc86ce9b,1,0,GTS,IS
a3b6867c-0d23-4f73-838c-0e761920ade7,25,8,GLMKT,SMB
828f22e5-da07-4746-a743-7244753a9e1e,8,1,GTS,IS
50109aba-24e7-427e-b019-a2cecddee211,2,1,Cld&DataPltfrm,HyCldCrsBrand
32e1da9f-528d-433b-8d4c-1891c9568227,3,0,Security,Security
97a842d0-5f98-4ad5-acee-20d3b73550d1,1,0,GTS,IS
379d4fd1-2745-4071-9530-b1ddacfd9f02,1,1,GLMKT,SMB
81b5d742-c390-4edd-841d-d2b575d0619e,1,0,GLMKT,Digital Sales
d1abb906-9dda-4edf-bc73-15d7797d1828,1,1,GLMKT,SMB
d91c7206-92a0-4b21-a541-4feacfb84efa,4,1,SYS,Core Hardware
ea6542d6-f239-4fba-b3b0-ddbf8e076335,14,1,SYS,Core Hardware
64d0410b-393c-4490-a0d2-695966aa6a66,2,1,GLMKT,SMB
0d2ec99b-7333-47ed-9b48-27c964b14154,1,1,SYS,Core Hardware
4ee47a47-bb1a-47b6-805f-0a9841ce066a,3,1,SYS,Core Hardware
10dbb02d-b4c6-4a38-bfe9-fb95c52fdd33,18,0,SYS,Core Hardware
eda5ecef-5eda-4450-ac97-7531d1ccfcfa,2,2,GBS,GBS
3db67f86-acf8-4b7e-9294-2e8ad319ea88,1,0,GLMKT,SMB
a4deb077-dbfa-442e-ad05-e47f4d79b447,1,1,Watson Health,Watson Health
ede0145d-7069-4d98-a6b3-02c1d587da80,2,0,SYS,Core Hardware
cafcf657-61a7-4c80-9b38-8785da2167cc,1,1,SYS,Core Hardware
e2afd951-70d4-487c-816c-b8e51f6a667c,1,0,GLMKT,Digital Sales
5de1c7da-d3ef-4737-b22c-d89039f32d0e,2,0,Cognitive Apps,AI Apps
24398b50-1b75-4c8e-bdb6-5ebb3224782a,1,1,SYS,Core Hardware
9fab6e24-7248-4602-9783-f5f50bf06e57,1,0,GTS,IS
63b26219-ca00-4f96-b275-7ffa8db835e8,1,1,Cld&DataPltfrm,CloudIntSW
274c4b8a-7ce6-484c-b914-b408cf3465ad,6,1,Cognitive Apps,AI Apps
11e29859-de0c-47e8-86e9-d540026a5a77,1,1,GTS,IS
0fa3978f-d493-42e3-9f08-9b7d6436c38a,4,2,Security,Security
6c6813d4-e9cc-419c-8a01-5fc0b1f674be,1,1,GLMKT,SMB
6433ea36-0d98-4ad6-b6a7-eccbd185f6da,1,1,GLMKT,SMB
dd8e8d7b-a5cf-4062-83d5-def7bda64d27,5,1,Cld&DataPltfrm,HyCldCrsBrand
2b3468e5-c9cd-4aca-9234-ffd195342188,1,0,SYS,Core Hardware
d0b7e033-5490-4cab-8ccd-2f6a969e1b4d,1,1,GTS,IS
d5f06f52-33fe-429c-897c-45e015f8dcdc,3,2,GLMKT,GLMKT
391c1d24-d5f8-4f15-8eec-87972525fde7,1,0,GTS,IS
e676bbac-4145-45e0-a6df-9049fe7cb19a,1,1,GLMKT,SMB
79c04327-c28e-4127-b79c-ea0639960978,9,0,Cloud,Cloud Platform
67027cab-868f-4852-83da-7cb118d9c88b,2,0,SYS,Core Hardware
77bf643c-6f3e-42e4-adf4-107f74fed341,6,3,GLMKT,SMB
3f5fdcc2-3d51-4161-b062-21d3b2b11dca,4,0,Cld&DataPltfrm,CloudIntSW
26cee6d0-91cc-4177-8410-cc672130726e,1,0,GTS,IS
809e0ed3-ddf5-4757-bbfd-e86a721ced0c,2,1,SYS,Core Hardware
e3b64ec1-a7e1-42b1-aa2e-34e502aa8b8a,9,1,Watson Health,Watson Health
fa8e0523-42df-4e5e-935b-c9946d27adeb,5,2,SYS,Core Hardware
cb962dff-95fb-41ff-9770-394cd6b9d6eb,1,0,GTS,IS
